Auteur;P1;Ecole_pays_1;P_Dates;Id
DEKKERS GER;borne, 1929, ?, ?, nationalité : néerlandaise;;1929;12000
DEL MARLE FELIX;Pont-sur-sambre (nord), 1889, courbevoie (hauts-de-seine), 1952, nationalité française;FRANCE;1889-1952;13727
DELACROIX EUGENE;;;;32944
DELAGE A;;;;18051
DELAMOTTE PHILIPPE HENRY;Photographe à londres;GRANDE-BRETAGNE;;479
DELAPLATA MEUNIER;;;;27423
DELAPLATA MEUNIER E;;;;28679
DELAROCHE PAUL;;;;830
DELASSALLE R;;;;19340
DELAVEAU JOUBIER;Collection delaveau. joubier;;;24823
DELAYE B;;;;24764
DELBOS MLLE;;;;20791
DELBOY DANIEL;;;;8597
DELBOY MARCEL;;;;19481
DELEBECQUE EDMEE;paris, 1880, dieulefit, 1951, femme, nombreux paysages, des lithographies et eaux-fortes dont beaucoup serviront à illustrer des cartes postales. dans son oeuvre prédominent les vues de la drôme, de la provence, de marseille.;FRANCE;1880-1951;33980
DELEBECQUE FRANÇOIS;Baule-escoublac, 1955;FRANCE;1955;13491
DELESTIC H;;;;15134
DELIB PIERRE;;;;14136
DELINGE J;;;;27832
DELINGE JULES;Conservateur du musée alexandre dumas de 1904 à 1917, membre de la société historique;;1904-1917;30206
DELINTRAZ FRANÇOIS JOSEPH;photographe. 15 rue duplot, paris.;;15;8785
DELOCHE MAURICE;;;;17049
DELON EUGENE;Actif 1866 à 1899;;1866-1899;14128
DELPERIE;;;;17579
DELPLANQUE;;;;18157
DEMACHY ROBERT;Saint-germain-en-laye, 1859, ?, 1936;FRANCE;1859-1936;13234
DEMAISON LAURENCE;?, 1965, femme;FRANCE;1965;3556
DEMAREST JULES;;FRANCE;;30368
DEMARQUAY G;;;;27450
DEMMERLE YANNICK;Sarreguemines, 1969;FRANCE;1969;3522
DENHEZ;;;;33982
DENIZOT A;;;;14885
DENUC C;;;;18048
DEPOLLIER GUY;Grenoble, 1960;FRANCE;1960;13838
DEPRESLE;;;;14653
DEROCHE MATHIEU;emailleur sur miniature de photo, boulevard des capucines 39 paris. médaille d'or en 1889#petit pierre : ?, 1832, ?, 1909, nationalité : française;;39-1889-1832-1909;8711
DEROCHE P;;;;17278
DERVIN;;;;12399
DESAIX;;;;14259
DESAIX E;;;;24696
DESCAMPS BERNARD;Paris, 1947;FRANCE;1947;13402
DESCELIERS PIERRE;20e siècle, français;FRANCE, DIEPPE;20;11578
DESCLEVES;;;;30209
DESCOMBIN MAXIME;le puley, 1909, charnay-lès-mâcon, 2003-08-28;FRANCE;1909-2003-08-28;8993
DESGRANGES;;FRANCE;;491
DESJARDINS E;;;;14692
DESLANDES R;;;;19316
DESLIENS NICOLAS;france, 16e siècle, 1er quart, ?, 16e siècle, 2e moitié, nationalité : française#tamme : ?, 19e siècle, ?, 20e siècle, nationalité : allemande;FRANCE,DIEPPE;16-1-16-2-19-20;11605
DESPATIN FRANÇOIS;Dijon, 1949;FRANCE;1949;10136
DESRUE CH;;;;14802
DESRUELLES FELIX ALEXANDRE;;;;24621
DESTAURET;;;;12262
DESTREEZ;;;;700
DESVAUX;;;;14716
DESVAUX F;;;;14920
DESVIGNES;;;;8580
DETAILLE F;;;;18409
DETAIN;;;;27879
DETBOY MARCEL;;;;12326
DEUTCH STEPHEN;;;;2705
DEVAUX;;;;14378
DEYDIER;;;;15122
DHEURLE MICHEL;Paris, 1946;;1946;11067
DIABATE FATOUMATA;?, 1980 (naissance) ,femme, nationalité : malienne;MALI;1980;8437
DIAZ DE LA PENA NARCISSE;Né en 1807, mort en 1876;FRANCAISE;1807-1876;23604
DIAZ MARIE JESUS;San salvador del valle, 1944, femme;;1944;11520
DIBBETS JAN;Weert, 1941;PAYS-BAS;1941;13710
DICK;;;;26948
DICK INGE;;;;13844
DIDIER C;;;;17381
DIEDRICH H;;;;14150
DIETRICH LUC;Dijon, 1913, paris, 1944;FRANCE;1913-1944;13235
DIETSCH ALBERT;peintre et photographe. succr. de tony rouge, 36 rue vivienne, paris;;36;8857
DIETTE GUILLEMIN;;;;14658
DIEUZAIDE JEAN;Grenade, 1921, toulouse, 2003;FRANCE;1921-2003;13426
DIEUZAIDE MICHEL;Tarbes (hautes-pyrénées), 1951;;1951;11120
DIFFUSION EUROPA;;;;17816
DISDERI & CIE;paris, 1819, paris, 1889, nationalité : française;;1819-1889;8701
DISDERI ANDRE ADOLPHE EUGENE;?, 1819, ?, 1889;;1819-1889;2952
DISDERI EUGENE;paris, 1819, paris, 1889, nationalité : française;FRANCE;1819-1889;33993
DITTRICH P;1880, 1918;;1880-1918;14133
DIXON & SON HENRI;;GRANDE-BRETAGNE;;1131
DIXON HENRI;?, 1824, ?, 1883, melone : cremone, 1491, cremone, 1543, nationalité : italienne;FRANCE, FRANCE;1824-1883-1491-1543;33994
DIXON HENRY;1824, 1883;;1824-1883;23612
DOAT FREDERIC;?, 1961;;1961;11206
DOBER KARL;Strasbourg, 1855, ?, 1928;;1855-1928;2782
DOCK DE LA CARTE POSTALE;;;;18805
DODY HENRI;Lyon, 1936;FRANCE;1936;13755
DOESNARD JULES;?, 1826, ?,1911, peintre et photographe;;1826-1911;24031
DOISNEAU ROBERT;Gentilly, 1912, paris, 1994;FRANCE;1912-1994;9907
DOLBEAU A;;;;24647
DOLBY A & G;;;;20232
DOMEGE O;;;;20722
DOMON JEAN MATTHIEU;Montbéliard, 1965;FRANCE;1965;2706
DONIOL;;;;14831
DONNARD JEAN GUILLAUME;;;;21092
DORE GUSTAVE;Strasbourg, 1832, paris, 1883;FRANCE;1832-1883;1575
DORE LOUIS GUSTAVE PAUL;;;;1576
DORVINE;;;;3373
DOSNE;;;;9858
DOUGLAS EDWARD;?, 1850, ?, 1918;ROYAUME-UNI;1850-1918;13320
DOURTHE JEAN MARIE;?, 1883, ?, 1959;;1883-1959;7678
DOUZET & RAMET;;;;17255
DOUZIECH;;;;17544
DOUZON;Opticien  à arles;;;18672
DOVER STREET STUDIOS;paris, 1844, paris, 1923, femme, nationalité : française;FRANCE;1844-1923;8487
DOVILLEZ R;;;;14894
DOWNEY DANIEL;;;;24101
DOWNEY WILLIAM;south shields, 1829, kensington, 1915, daniel downey : ?, 1831, ?, 1881;;1829-1915-1831-1881;24101
DOWNSBROUGH PETER;New brunswick, 1940;ETATS-UNIS;1940;11447
DRAEGER;;;;36121
DRAGON A;;;;18647
DRAHOS TOM;Jablonec nad nisou, 1947;FRANCE,TCHECOSLOVAQUIE;1947;1401
DRAVERT;;;;14680
DREESEN WILHELM;;;;3966
DREVILLE PIERRE;Photo-ciné;;;26354
DROUAIS FRANÇOIS HUBERT;;;;61
DROUART;;;;34955
DROUHOT;;;;24656
DROUOT;;;;24666
DROUOT AUGUSTE;la fère, 1881, 10, 20, ?, 1958;;1881-10-20-1958;8566
DROUOT GUY;indiqué comme imprimeur typographe dans l'annuaire fournier en 1906, situé au 12 rue turgot. en 1920-1921, son atelier est installé 1 boulevard voltaire. en 1930 et 1934, il habite au 128 rue d'auxonne, alors que son atelier est toujours situé boulevard voltaire. il n'est plus indiqué dans l'annuaire de 1938, et l'annuaire de 1939 signale que son épouse est veuve.;;1906-12-1920-1921-1-1930-1934-128-1938-1939;8564
DRUCBERT CHARLES;Drucbert;;;33996
DU GOLFE;;;;15920
DUBLET;;;;18988
DUBOIS PAUL;;;;696
DUBOSQ A;;;;14506
DUBOSQ GEORGES;Né en 1854, mort en 1927, photographe à chantilly;FRANCE;1854-1927;492
DUBOURG;;;;36122
DUBRAY;Éditeur à conches;;;27320
DUBREUIL JEAN FRANÇOIS;Tours, 1946;FRANCE;1946;10414
DUBREUIL NICOLAS;?, 1972;FRANCE;1972;34009
DUCAT A;;;;20892
DUCIEL A;;;;8583
DUCOLLET;;;;28661
DUCOS DU HAURON LOUIS;langon, 1837, agen, 1920, nationalité : française, nattier : paris, 1685, paris, 1766, nationalité : française;FRANCE;1837-1920-1685-1766;34010
DUFAL;;;;14477
DUFOUR;;;;15381
DUFOUR BERNARD;Paris, 1922;FRANCE;1922;4282
DUFOUR EMILE;;;;24603
DUFRAISSE STEPHANE;;;;34011
DUFTY EDWARD;angleterre, circa 1834, tamoa, 16-11-1883, capitaine de vaisseau. photographe en nouvelle-calédonie (1871-1883);;1834-16-11-1883-1871-1883;34013
DUFTY FRANCIS HERBERT;;;;34012
DUFTY WALTER;;;;34012
DUGAS & CIE;;;;19520
DUGREZ V;;;;19453
DUJARDIN;Nancy, 1850, dinard, 1913;;1850-1913;25572
DUJARDIN P;;FRANCE;;1169
DUJON;;;;14442
DUMARAIS;;;;27439
DUMAS TANCREDE;?, 1830, ?, 1905;;1830-1905;3546
DUMOLARD;;;;19125
DUMONSTIER DANIEL;;;;79
DUPARQUE LOUIS;;;;36123
DUPLAN;;;;15121
DUPLESSIS JOSEPH SIFFRED;;;;63
DUPONT A;Photographe à paris;;;579
DUPONT AIME;aimé henri louis dupont est photographe à paris au 28, rue des champs elysées dans les années 1870. il va ouvrir un atelier 9 bis, rue de londres vers 1880. l'artiste était également connu comme sculpteur;;28-1870-9-1880;8686
DUPORT P;;;;15575
DUPRAT HUBERT;Nérac (lot-et-garonne), 1957;;1957;11006
DUPRE;Photographe à compiègne;FRANCE;;30346
DUPUIS L;;;;15382
DUPUY PHILIPPE GERARD;?, 1948;;1948;11077
DURAND;Edition durand, appareils, pellicules, t.s.f.;;;24938
DURAND SAVOYAT;;;;15413
DURANDELLE LOUIS EMILE;1839, 1917;;1839-1917;9541
DUREAU E;;;;17026
DURER ALBRECHT;;;;8534
DUROT ADOLPHE;photographe et dessinateur place de la concorde, mulhouse.;;;8848
DUROUX P;;;;24761
DUVAL D;;;;13588
DUVAL PAUL;;;;32891
DUVAU R;;;;27530
DUVERGIER AUGUSTE;;;;8999
DYCK ANTON VAN;;;;1251
E A;;;;27822
E C;;;;18677
E CH;;;;15484
E D;;;;28356
E D C;;;;15465
E F;;;;8453
E G;;;;15901
E H;;;;21012
E J;;;;29109
E J Q;;;;15427
E L;;;;17971
E L D;;;;11738
E M;;;;26880
E M B;;;;19575
E P;;;;15256
E P I;;;;15836
E R;;;;15411
E R T;;;;12443
E T;;;;17151
EASTMAN GEORGES;New york, 1854, rochester, 1932;;1854-1932;34015
EASTMAN KODAK COMPANY;le nitrate de cellulose. l'apparition d'appareils photographiques simples d'utilisation permet l'essor des pratiques amateurs, comme en témoignent les nombreux clichés pris au front lors de la première guerre mondiale, en dépit des interdictions officielles.;;;30373
EBEL;Éditeur à soissons;;;28315
EBEL E;;;;28220
EBER;;;;14588
EBRARD;;;;15135
ECKERT GEORG MARIA;Heidelberg, 1828, karlsruhe, 1901;ALLEMAGNE;1828-1901;2341
EDELFELT ALBERT GUSTAF;helsinki, 1855, borgaen, 1905;;1855-1905;8631
EDER JOSEF MARIA;;;;3945
EDITEUR;;;;23444
EDITION ARTISTIQUE DU PELERINAGE;;;;18091
EDITION ARTISTIQUE IDEALE;;;;33572
EDITION ARTISTIQUE SUPRA PARIS;;;;34021
EDITION DE LA CHOCOLATERIE D'AIGUEBELLE;;;;35783
EDITION DES ALPES;;;;15397
EDITION DU GRAND BAZAR PARISIEN;;;;17597
EDITION DU MAGASIN GENERAL;;;;18370
EDITION DU PRESBYTERE;;;;18059
EDITION NOUVELLE;;;;24920
EDITION RESERVEE DU PELERINAGE DE SAINTE FOY;;;;17572
EDITION SPECIALE DE LA BASILIQUE;;;;17986
EDITION SPECIALE DU PALAIS DES PAPES;;;;35794
EDITION SPECIALE DU SANCTUAIRE;;;;17999
EDITIONS ARTISTIQUES;Éditeur à deuil (seine et oise);;;29012
EDITIONS D'ART YVON;;;;34825
EDITIONS DE FRANCE;;;;15279
EDITIONS DE PROVENCE;;;;36134
EDITIONS DU CASTELET;;;;27164
EDITIONS DU LYS;;;;17531
EDITIONS DU PELERINAGE;;;;17530
EDITIONS DU VIEUX PORT;;;;17536
EDITIONS JB;;;;33982
EDITIONS NIVERNAISES;;;;25024
EDITIONS PHILATELIQUES;;;;27502
EDITIONS PROVENCALES;;;;15290
EDITIONS PUBLICITED;;;;36138
EDITIONS VACANCES;;;;25011
EDOUARD;photographe. 7, rue de l'evêché, 7 - nevers;;7-7;8920
EDOUART & COBB;;;;34018
EDUG;;;;19610
EDWARDS BENJAMIN JOSEPH;;;;3922
EGO;8, rue du sabot, 6e, paris;;8-6;26441
EHRHARD;;;;12164
EKTACHROME;;;;15312
ELD;;;;11784
ELIOPHOT S A;;;;36139
ELLEN;;;;16502
ELLENA VERONIQUE;1966, femme;;1966;34019
ENGELMANN H;;;;24553
ENGELS;photographe;;;8930
ENOT J;Enot j.;;;34022
ENZO;;;;26886
ENZWEILER JO;;;;13844
ERA;;;;17461
ERBACHER DORIS;;;;13844
ERBS FREDERIC;;;;24003
ERDNA;;;;19334
EREL;;;;20760
ERPE;;;;27836
ERTE;;;;15385
ERVILLE;;;;15060
ESCLUSA MANUEL;Barcelone (espagne), 1952;;1952;11138
ESPAGNE PIERRE;Paris, 1930;FRANCE;1930;13512
ESQUENET A VANACKERE;;;;25216
ESS BARBARA;new-york, 1948, femme, nationalité : française;;1948;12001
ESTASSY VVE;;;;17042
ESTEL;;;;9861
ESTRAYER VVE;;;;15192
ETABLISSEMENTS ARTISTIQUES PARISIENS;;;;34067
ETABLISSEMENTS PHOTOTYPIQUES M CHANUT;Etablissements phototypiques m. chanut, carpentras;FRANCE;;34023
ETAP;;;;17786
ETOILE;;;;15296
EUDES;;;;11505
EUROPA;;;;18657
EVF;;;;15282
EXCELSIOR;;;;25071
EXPRESS;;;;12272
EYRAM;;;;26844
EYSSERIE;;;;15234
F;;;;26782
F B;Collection f.b.;FRANCE;;34027
F C;Collection f. c;;;34028
F D;;;;36145
F G;;;;18270
F L;;;;15139
F L G;;;;14757
F M;;;;26880
F T;F.t., éditeur;FRANCE;;34029
FA & CIE;;;;16704
FABRE;;;;16489
FAEDO;;;;8827
FAEDO & MAGNAT;photographes. plainpalais, genève;;;8827
FAFOURNOUX MR;photographe autunois 40 avenue de la gare - autun;FRANCE;40;8676
FAIGENBAUM PATRICK;;;;34035
FAIRLESS & BEEFORTH;;;;1580
FAIVRE LOCCA;;;;20939
FALCO DAVID;;;;34037
FALCON P;photographe à paris, 163 boulevard montparnasse;;163;12640
FARGES S;;;;24782
FARINE FRERES & DROEL;;;;20935
FASQUEL A;;;;24990
FASSOT;;;;19925
FASTENAEKENS GILBERT;bruxelles, 1955, ?, ?, nationalité : belge;BELGIQUE;1955;12128
FAUCON BERNARD;Apt, 1950;FRANCE;1950;1408
FAUGAS PAUL;troyes, 1840, louviers, 1905, nationalité : française;FRANCE;1840-1905;11534
FAUJOUR JACQUES;Morlaix, 1949;FRANCE;1949;9918
FAURE & FILS;;;;17289
FAURIE;;;;27662
FAY;;;;17180
FAYSSAT VVE;;;;16682
FEDERATION DES SOCIETES PHILATELIQUES FRANCAISES;;;;27504
FEHER EMERIC;Becej, 1904, paris, 1966;FRANCE,HONGRIE ,YOUGOSLAVIE;1904-1966;13236
FEJER ZOLTAN;Budapest, 1951;;1951;3268
FELIX;;;;25067
FELLION LOUIS PROSPER;paris, 1834, ?, après 1906. en février 1866, il est photographe à brie-comte-robert (seine-et-marne) où il est recensé en 1872. il aura un fils félix-henri fellion qui sera aussi photographe (1871-1903);FRANCE;1834-1906-1866-1872-1871-1903;26242
FELS FLORENT;Paris, 1891, ?, 1977;FRANCE;1891-1977;1830
FELT JUL L;;;;11760
FENELON;;;;20876
FENOYL PIERRE DE;Caluire-et-cuire, 1945, castelnau-de-montmiral, 1987;FRANCE;1945-1987;1846
FENTON ROGER;Crimble hall, 1819, londres, 1869, photographe à manchester;GRANDE-BRETAGNE;1819-1869;501
FERAL;;;;17798
FERAUD;;;;15136
FERAY GEORGES;;;;11585
FERET CHRISTIAN;;;;27480
FERNAND DUBOIS EMILE;paris, 1869, villejuif, 1952;;1869-1952;8632
FERNAND DUBOIS JANE;?, ?, cosne-cours-sur-loire, 1940, femme;;1940;8643
FERNIQUE & FILS SC;;;;14666
FERRAND B;;;;13588
FERRAND B & FILS;;;;34041
FERRAND L;;;;13573
FERRANDON;;;;20738
FERRANT L;;;;1265
FERRAT FRERES;;;;15160
FERRER ROCA LINDA;?, 1952, femme;;1952;11167
FERRET PIERRE;photographe actif de 1857 à 1880;;1857-1880;24152
FERRIER;;;;15438
FERRIER & LECADRE;villers-cotterêts, 1845, villers-sur-fère (?), 1903, élève de charles chaplin;FRANCE;1845-1903;30353
FESCOURT FELIX;;FRANCE;;948
FEUCHOT;;;;20178
FEVE PIERRE;Imprimerie royer, nancy;;;24939
FEVROT H;;;;16021
FILAIRE ANNE MARIE;?, 1961, ?, ?, femme, nationalité : française;FRANCE;1961;12108
FILIBER JEAN;;;;25189
FILIBER L;;;;24875
FILLION;;;;19468
FILLIOU ROBERT;Sauve, 1926, eyzies-de-tayac-sireuil, 1987;FRANCE;1926-1987;1441
FINCK THIEBAUT;Obernai, 1798, strasbourg, 1890;FRANCE,ALLEMAGNE;1798-1890;2328
FINLAY IAN HAMILTON;Nassau, 1925, edimbourg, 2006;ROYAUME-UNI;1925-2006;2301
FIORILLO E;Photographe avenue mac mahon à paris;FRANCE;;696
FISCHER ROLAND;Sarrebruck, 1958;ALLEMAGNE;1958;1819
FISCHLI PETER;?, 1952#weiss : ?, 1946;;1952-1946;12002
FLAMANT E;Photographe boulevard montmartre à paris;;;697
FLAVIGNY J L;;;;20207
FLEISCHER ALAIN;Paris, 1944;FRANCE;1944;1391
FLEUR;;;;15431
FLOREAL;;;;17974
FLORENS G;;;;17514
FLORENTIN;;;;13677
FOC;;;;15792
FOELLMER FRAUENFELD J;;;;16917
FONTAINE;;;;3916
FONTAINE JULES;photographe à rouen à la fin du 19e siècle.;;19;12610
FONTANA FRANCO;Modène, 1933;ITALIE;1933;13373
FONTAYNE SYLVIE;Montauban (tarn-et-garonne), 1958, femme;;1958;11209
FONTENEAU ERIC;;;;12003
FORE;;;;34056
FORESTIER G;;;;19448
FORG GUNTHER;Füssen, 1952;ALLEMAGNE;1952;10597
FORGEAIS E;;FRANCE;;698
FORMIGE JULES;paris, 1879, ploubazlanec, 1960, revault : cnmhs;FRANCE;1879-1960;34057
FORTUNY MARIANO;Né en 1871, mort en 1949;ESPAGNOLE;1871-1949;23593
FOSSE ATHANASE;allonville, 1851, paris, 1923, issu d'une famille de petits commerçants, athanase fossé manifeste très tôt ses aptitudes artistiques par de petites sculptures en craie. son goût le plus vif pour le dessin lui ouvre à 14 ans les portes de l'école des beaux-arts d'amiens où il reçoit les leçons de le tellier. en 1874, il quitte l'école d'amiens pour celle de paris où il devient l'élève de cavalier. ses rapides progrès lui permettent de faire deux ans plus tard son premier envoi au salon des artistes français, avec le buste du sculpteur picard t. caudron, première oeuvre majeure d'une longue série. il s'installe à paris à partir de 1885, épouse son modèle, clémentine gaemans, mais revient chaque année en vacances à allonville. la commune lui doit d'ailleurs son monument aux morts (1920) qu'il exécute bénévolement. il réalise également pour l'église du village un superbe haut-relief représentant jeanne d'arc. athanase fossé est l'auteur du fronton de l'hôtel de ville d'amiens. deux cariatides drapées encadrent l'horloge centrale : la justice, glaive à la main, et la vigilance à la torche allumée, sont surplombées par une république couronnée. le fronton de l'aile est reçoit les armes de la ville accompagnées de sculptures représentant 'les arts et les lettres'. a la demande de la ville de péronne, il réalise en 1897 la statue en bronze de marie fouré, héroïne du siège de péronne de 1536. on trouve localement des oeuvres d'athanase fossé au musée de picardie, au musée de berny, au musée alfred danicourt (3 bustes offerts par sa fille), au centre hospitalier saint-victor ainsi qu'au cimetière la madeleine d'amiens.;;1851-1923-14-1874-1885-1920-1897-1536-3;12617
FOUCACHON;;;;15114
FOUCAULT JEAN BERNARD LEON;né en 1819, mort en 1868, physicien. son activité photographique est attestée dès 1841. il illustre le cours de photographies microscopiques au daguerréotype du docteur donné;FRANCE;1819-1868-1841;13949
FOUN;;;;15200
FOUQUE;;;;18141
FOURMANN A;;;;11772
FOURNEL JACQUES;montpellier, 1951, nationalité : française;FRANCE;1951;10856
FOURNET CLAUDE;Paris, 1942;FRANCE;1942;34059
FOURNIER V;;;;15138
FOURQUAUX L;;;;16841
FOX ANNETTE;Femme;;;24107
FOX BLANCHE;;;;24107
FOX TALBOT;;;;13948
FR PHOT;;;;16427
FRAIPONT GUSTAVE;;;;24797
FRANCE PUBLICITE;;;;36171
FRANCK;Voyennes, 1816, asnières-sur-seine, 1906;FRANCE;1816-1906;1697
FRANCK FRANÇOIS ALEXANDRE;?, 1816, ?, 1906;;1816-1906;8743
FRANCK MARTINE;Anvers, 1938, femme;BELGIQUE;1938;13436
FRANCKEN RUTH;Prague, 1924, femme;FRANCE,REPUBLIQUE TCHEQUE ,ETATS-UNIS;1924;13711
FRANCON A;;;;13672
FRANCOU L;;;;15551
FRANK;;;;16372
FRANÇOIS PHILIPPE;Marseille, 1943;FRANCE;1943;13405
FRAYSSINET;;;;36174
FRECHELIN;;;;8496
FRECHON EMILE;?, 1848, ?, 1921;;1848-1921;2292
FREGER CHARLES;Bourges (cher), 1975;;1975;11425
FREMIET EMMANUEL;Né en 1824, mort en 1910;FRANCAISE;1824-1910;23590
FREMIOT NICOLAS;;;;9632
FREULER D;villeneuve-sur-yonne, 1850, paris, 1932, prix de rome de sculpture en 1880;FRANCE;1850-1932-1880;9187
FREUND GISELE;Berlin, 1912, paris, 2000, femme;FRANCE,ALLEMAGNE;1912-2000;2583
FRISCH FRANCIS;1822, 1898;FRANCE;1822-1898;23620
FRITEL PIERRE;;;;24618
FROMENT L;;;;17642
FROMENT MEURICE EMILE;Paris, 1837, paris, 1913;FRANCE;1837-1913;11613
FROMENTIN EUGENE;;;;173
FRY SAMUEL;?, 1835, ?, 1892, nationalité : anglaise;;1835-1892;23979
FULTON HAMISH;Londres, 1946;ROYAUME-UNI;1946;10598
FURST EMILE;;;;8850
G B;;;;11636
G B N G;;;;21071
G D;;;;14969
G D H;;;;17757
G ET M;;;;36175
G F;;;;19451
G G;;;;32888
G H;;;;28625
G I D;;;;15016
G L;;;;17379
G M;G m.43, v. ch. de rome, marseille;;43;34062
G M B H;;;;17983
G N;;;;14237
G P;;;;18820
G V;;;;14853
GA;;;;17462
GABELLE;;;;17456
GABORIT MATHIEU;;;;9516
GABY;;;;17625
GACHE H;;;;15345
GAILLARD A;;;;17726
GAILLARD L;;;;20896
GAILLARD PRETRE;L. gaillard-pretre, actif de 1912 à 1920;;1912-1920;25706
GAIROARD JEAN HONORE;?, ?, ?, ?;;;12768
GAL;;;;18439
GAL SERGE;Clarensac, 1950;FRANCE;1950;34063
GALE J;;;;3962
GALERIES MODERNES;;;;15534
GALERIES OLIVE;;;;19117
GALERIES REUNIES;;;;13669
GALIBERT PATRICK;Decazeville (aveyron), 1963;;1963;11224
GALLAND GILBERT;;;;695
GALLE ANTOINE;;;;18936
GALLIPHOT;;;;34142
GALLISSIAN;;;;15334
GALLOIS;;;;20165
GALLOIS RENE;photographe à rueil-malmaison;;;34064
GALLOT CHARLES;;;;13964
GAMDRUP MADS;Copenhague, 1967;DANEMARK;1967;2311
GAME MME;;;;15687
GANDINI G;;;;15731
GANNUZZI;;ITALIE;;1347
GARAUDI;;;;17171
GARCIA ALIX ALBERTO;Leon, 1956;ESPAGNE;1956;2767
GARDE ANNE;libourne, 1946, femme;FRANCE;1946;8438
GARDE LOUIS;;;;20711
GARDNER ALEXANDER;Mathew brady (1823-1896) avait ouvert un studio photographique à new york, venu d'ecosse en 1856, gardner fut l'un des ses photographes;ETATS-UNIS;1823-1896-1856;1010
GAREL AINE;;;;14876
GARNELL JEAN LOUIS;Dolo (côtes-d'armor), 1954;;1954;11045
GARNIER;;;;18908
GARNIER & RAT;photographie artistique, peinture, miniature et portrait. 16 rue magenta, poitiers.#rat : photographe avec françès garnier à poitiers.;;16;8773
GARNIER ARSENE;1847 né, 1889 mort;FRANCE;1847-1889;13959
GARNIER E;;;;15571
GARNIER FRANCES;;;;8773
GARNIER LEON;;;;12178
GARNIER TONY;;;;24625
GARNIER VILLAND;;;;13654
GARTIOUX JACK;Paris, 1927;;1927;34065
GAS;;;;17135
GASCUEL J;;;;17250
GASPARD;;;;35582
GASPARI CLAUDE;Paris, 1936;FRANCE;1936;10130
GASQ PAUL;;;;24660
GASQUET ANDRE;photographe du 19e siècle. 5 rue grande et rue rougière. cannes.;;19-5;8832
GAUD;;;;27427
GAUDEMARIS V COMTE DE;;;;18941
GAUGUIN PAUL;Né en 1848, mort en 1903;FRANCAISE;1848-1903;23547
GAUTHEROT MARCEL;?, 1910, ?, 1996;FRANCE;1910-1996;2757
GAUTHIER A;;;;14400
GAUTHIER ALPHONSE;rues, bâtiments, manifestations sportives ou culturelles, ouvriers au travail. en 1898, alphonse gauthier apporte son savoir-faire, acquis aux etablissements lumière de lyon. il prend possession du fonds vialatte en 1900, ouvre des succursales à saint-claude en 1911 puis nantua en 1924. victime de la grande crise de 1929, alphonse gauthier cesse son activité en 1931;;1898-1900-1911-1924-1929-1931;24646
GAUTHIER FRERES;;;;20801
GAUTHIER L;;;;24638
GAUTIER;;;;20748
GAUTIER GILBERT;;;;8609
GAUTIER LEON;né à beauvais en 1834, mort après 1894, un des premiers photographes avec charles herbert de beauvais sous le second empire (source : les cahiers de l'écomusée de l'oise - n° 7 1984);;1834-1894-7-1984;34066
GAUTRAND JEAN CLAUDE;Sains-en-gohelle, 1932;FRANCE;1932;13299
GAUTREAU A;Photographe à soissons;;;27988
GED;;;;36176
GEEL;;;;29229
GEISER JEAN;1848, 1923. editeur d'art à alger. jean geiser fut élevé ici par sa mère, julie geiser, originaire de la chaux-de - fonds en suisse. en 1852, elle ouvre à alger un atelier de photo qui prit véritablement son essor trois ans plus tard lorsqu'elle s'associa à jean-baptiste allay. et c'est 20 ans après que son fils reprend le flambeau en 'traînant la guêtre' dans son atelier sis au 7 rue bab azoun à alger. il créera même une succursale à blida. 'la fin du siècle amène le développement de la carte postale et jean geiser en devient un des principaux éditeurs, titulaire de nombreuses récompenses aux expositions internationales auxquelles il participe (en 1856, 1878, 1893, 1900, à paris, à vienne, à amsterdam, à nice... ). photographe de studio, son activité de portraitiste ne l'empêche pas de courir le pays. il grave sur ses plaques villes, villages, personnages et paysages. témoin de son temps, il assiste aux grands événements de l'époque et réalise des milliers de clichés largement répandus grâce à la carte postale. décédé le 7 septembre 1923 dans la maison familiale - le cottage helvetia, à la colonne voirol-jean geiser est enterré au cimetière de saint-eugène.;;1848-1923-1852-20-7-1856-1878-1893-1900-7-1923;19470
GEISLER L;;;;13667
GELBERGER ALAIN;?, 1950;;1950;13723
GELLY A;;;;25223
GENTA HENRY;;;;15652
GEO;;;;25799
GEO FOURRIER G;;;;34067
GEORGE;;;;17863
GEORGE J;;;;17860
GEORGEL CHRISTIAN;christian georgel est photographe en brie. il habite à pommeuse. il photographie en argentique et en noir et blanc les paysages et les arbres qu'il rencontre lors des ses longues randonnées solitaires. magie d'ombres et de lumières au travers les feuillages, branches tourmentées et troncs noueux, cieux menaçant d'hiver, telles sont ses images, développées et tirées de sa main sur de beaux papiers traditionnels, sur support argentique noir et blanc, pour transmettre avec poésie et mélancolie sa passion de la nature, nationalité : français;;;9773
GEORGES;;;;8695
GEORGES N;?, ?, ?, ?;;;12740
GEP;;;;15359
GERARD PIERRE;;;;34068
GERARDPIERRE;Nice, 1950, nice, 1999;FRANCE;1950-1999;34068
GERBOUD & GUINTRANDY;;;;28517
GERICAULT THEODORE;;;;23628
GERIN;;;;18277
GERIN J;;;;19979
GERMANET;;;;17808
GEROME JEAN LEON;;FRANCE;;1134
GERSCHEL;;;;25076
GERSCHEL AINE;;;;3492
GERSCHEL ARON;;;;13975
GERSCHEL MATHIAS;;;;2588
